compound_id,compound_name,canonical_smiles,structure_key,structure_id,connectivity_group,original_dili_category,dili_label,label_source,structure_source,pubchem_cid,standardization_version,source_compound_ids,source_original_categories
LT01054,Frovatriptan succinate,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,XPSQPHWEGNHMSK-SECBINFHSA-N,6d14690f500896cfa17ec53f8f0f59b002b76f819841abc77d65d1061955dbe7,XPSQPHWEGNHMSK,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/152943,152943,dilirank_parent_v1,"[""LT01054""]","[""vNo-DILI-concern""]"
LT01056,Oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CTRLABGOLIVAIY-UHFFFAOYSA-N,8c30e01a5f7c210c1a44ca01e63b6f85916ecc2151e45d14ddebcf1c22254fcb,CTRLABGOLIVAIY,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/34312,34312,dilirank_parent_v1,"[""LT01056""]","[""vLess-DILI-concern""]"
LT01059,Levetiracetam,CC[C@@H](C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-LURJTMIESA-N,84966a24114aec29aa17fecf7258721211858176eaa0a41774616f0e3ced8ca3,HPHUVLMMVZITSG,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5284583,5284583,dilirank_parent_v1,"[""LT01059""]","[""vLess-DILI-concern""]"
LT01060,Alpidem,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,JRTIDHTUMYMPRU-UHFFFAOYSA-N,b5c64e5dec709fb6a0342232856cd235bb0bba15e0795073740f707afef6ff46,JRTIDHTUMYMPRU,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/54897,54897,dilirank_parent_v1,"[""LT01060""]","[""vMost-DILI-concern""]"
LT01064,Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N,d1c00d1a675bfab653c16ebe097e36c0847d9b2ea6b4b375baae79ccb3aa28c1,NAVMQTYZDKMPEU,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/82146,82146,dilirank_parent_v1,"[""LT01064""]","[""vMost-DILI-concern""]"
LT01065,Perflutren,FC(F)(F)C(F)(F)C(F)(F)F,QYSGYZVSCZSLHT-UHFFFAOYSA-N,e4189af575b68c32822208de75454f71a99702057bdb608932d5f90cbe598a8d,QYSGYZVSCZSLHT,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/6432,6432,dilirank_parent_v1,"[""LT01065""]","[""vNo-DILI-concern""]"
LT01067,Amifostine,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N,c3caa40738895022f748595b484f69b68467796fa3f3d009ed20992dd018a353,JKOQGQFVAUAYPM,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/2141,2141,dilirank_parent_v1,"[""LT01067""]","[""vNo-DILI-concern""]"
LT01068,Amikacin sulfate,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,LKCWBDHBTVXHDL-RMDFUYIESA-N,81f177fe2673343638115650dd3054c3118c68f186d1e2ade2ce02d361074515,LKCWBDHBTVXHDL,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/38351,38351,dilirank_parent_v1,"[""LT01068""]","[""vNo-DILI-concern""]"
LT01070,Alosetron hydrochloride,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,JSWZEAMFRNKZNL-UHFFFAOYSA-N,588ab869f82cad0cf7b2842f4c54b557b3f5cb61393c284770b879bc30240b7a,JSWZEAMFRNKZNL,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/60758,60758,dilirank_parent_v1,"[""LT01070""]","[""vLess-DILI-concern""]"
LT01071,Aminocaproic acid,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,6b5f14f873131de3597786444e9e2684ffac261137da9273d6022736ec5b45d1,SLXKOJJOQWFEFD,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/564,564,dilirank_parent_v1,"[""LT01071""]","[""vNo-DILI-concern""]"
LT01072,Levothyroxine sodium,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-LBPRGKRZSA-N,d558312e9bbc763fd587ac43a3ec3d0ccdf5fea41076d171666183d99a37937c,XUIIKFGFIJCVMT,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23666112,23666112,dilirank_parent_v1,"[""LT01072""]","[""vLess-DILI-concern""]"
LT01077,Linezolid,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,TYZROVQLWOKYKF-ZDUSSCGKSA-N,f1d74c1eb046b5435d2e05010491dbced6b43c84e31a16d290ba2e897d489eb0,TYZROVQLWOKYKF,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/441401,441401,dilirank_parent_v1,"[""LT01077""]","[""vLess-DILI-concern""]"
LT01084,Gemifloxacin mesylate,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,ZRCVYEYHRGVLOC-HYARGMPZSA-N,e54a47ec1d43d1396759be5fe4d85d840ea211eaf2afb22195e35d572793e72b,ZRCVYEYHRGVLOC,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/9588170,9588170,dilirank_parent_v1,"[""LT01084""]","[""vLess-DILI-concern""]"
LT01085,Desloratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,JAUOIFJMECXRGI-UHFFFAOYSA-N,9262fb316169ffa3eafdbfd44ed49d4c03f0edb8bced4d5a36e9134dd5d3bef9,JAUOIFJMECXRGI,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/124087,124087,dilirank_parent_v1,"[""LT01085""]","[""vLess-DILI-concern""]"
LT01087,Cefditoren pivoxil,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,AFZFFLVORLEPPO-UVYJNCLZSA-N,40d5836617de1e92e65d98c3f4b3dff81c36d1bec4aeaebb9b237064c9175496,AFZFFLVORLEPPO,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/6437877,6437877,dilirank_parent_v1,"[""LT01087""]","[""vLess-DILI-concern""]"
LT01088,Zoledronic acid,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,XRASPMIURGNCCH-UHFFFAOYSA-N,f78cf2bc873409b5fd7f4264d96659642f57e08abaa3ca7af6faa4b4f4035465,XRASPMIURGNCCH,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/68740,68740,dilirank_parent_v1,"[""LT01088""]","[""vLess-DILI-concern""]"
LT01097,Voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,BCEHBSKCWLPMDN-MGPLVRAMSA-N,89a73ba113f86bd68c9d1ad6d5816b1788f877b30197a7845cc075e98c84ec40,BCEHBSKCWLPMDN,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/71616,71616,dilirank_parent_v1,"[""LT01097""]","[""vMost-DILI-concern""]"
LT01100,Guaifenesin,COc1ccccc1OCC(O)CO,HSRJKNPTNIJEKV-UHFFFAOYSA-N,c9b7e59f6f56651ff1a82008eb2449a734513d6d503d22311f740e1372b29557,HSRJKNPTNIJEKV,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/3516,3516,dilirank_parent_v1,"[""LT01100""]","[""vNo-DILI-concern""]"
LT01102,Olmesartan medoxomil,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,UQGKUQLKSCSZGY-UHFFFAOYSA-N,f6c9a3fddca54acc9f6abdcebda1c901eaed463f1f034ed9aefe80feea291eb9,UQGKUQLKSCSZGY,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/130881,130881,dilirank_parent_v1,"[""LT01102""]","[""vLess-DILI-concern""]"
LT01107,Alfuzosin hydrochloride,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,WNMJYKCGWZFFKR-UHFFFAOYSA-N,5699308921803db6ee00518a5e12bc946d02785065b51d018010a5fb26ee970e,WNMJYKCGWZFFKR,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/71764,71764,dilirank_parent_v1,"[""LT01107""]","[""vLess-DILI-concern""]"
LT01112,Dutasteride,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,JWJOTENAMICLJG-QWBYCMEYSA-N,cdf28c65974dd682004b103b5c8ffcc430257c3b445602d0cb0ac46e0b84947a,JWJOTENAMICLJG,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/6918296,6918296,dilirank_parent_v1,"[""LT01112""]","[""vNo-DILI-concern""]"
LT01113,Baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,KPYSYYIEGFHWSV-UHFFFAOYSA-N,c235a36cccf12241a7dd4e74547b9c37bb0c2907c4364e09128434fcda3b2918,KPYSYYIEGFHWSV,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/2284,2284,dilirank_parent_v1,"[""LT01113""]","[""vLess-DILI-concern""]"
LT01116,Benazepril hydrochloride,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,XPCFTKFZXHTYIP-PMACEKPBSA-N,cee79cbe40daebc69e4f6bc4f9876c3e427b892917f01181cc4619980938dc6e,XPCFTKFZXHTYIP,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5362123,5362123,dilirank_parent_v1,"[""LT01116""]","[""vLess-DILI-concern""]"
LT01117,Bendazac,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,BYFMCKSPFYVMOU-UHFFFAOYSA-N,df892df786f6feef00846f6441b8ea173c86e44128151dd0fb53460f3e498057,BYFMCKSPFYVMOU,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/2313,2313,dilirank_parent_v1,"[""LT01117""]","[""vMost-DILI-concern""]"
LT01120,Benzarone,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,RFRXIWQYSOIBDI-UHFFFAOYSA-N,ca62218baa7ab3eb418bc6d934a34ac0d2f6d67c7edb9be0589301392be9ce7f,RFRXIWQYSOIBDI,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/255968,255968,dilirank_parent_v1,"[""LT01120""]","[""vMost-DILI-concern""]"
LT01121,Benziodarone,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CZCHIEJNWPNBDE-UHFFFAOYSA-N,a33e42987213a6e644f071a132002a5b0c854fd30496bb247973e013ce073a77,CZCHIEJNWPNBDE,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/6237,6237,dilirank_parent_v1,"[""LT01121""]","[""vMost-DILI-concern""]"
LT01126,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N,85dfa92e6cc50bda4d7532e40843353da561d0059ab0b57f020aa7b248ae6309,UQRORFVVSGFNRO,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/51634,51634,dilirank_parent_v1,"[""LT01126""]","[""vNo-DILI-concern""]"
LT01129,Tadalafil,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,WOXKDUGGOYFFRN-IIBYNOLFSA-N,0d897c2a41f9cae928c6520fece5dc2e2f17a16126becdf41641ca4a60535201,WOXKDUGGOYFFRN,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/110635,110635,dilirank_parent_v1,"[""LT01129""]","[""vLess-DILI-concern""]"
LT01139,Atomoxetine hydrochloride,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,VHGCDTVCOLNTBX-QGZVFWFLSA-N,1993cbd5f117a319d936b90cd724e4aaf318872cfcb1eeb547806191b56bf86f,VHGCDTVCOLNTBX,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/54840,54840,dilirank_parent_v1,"[""LT01139""]","[""vMost-DILI-concern""]"
LT01140,Bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,GJPICJJJRGTNOD-UHFFFAOYSA-N,7998f165f0345f8ebb4117e67d1482a9314384c9c1ac38f1caa95e539c59a70e,GJPICJJJRGTNOD,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/104865,104865,dilirank_parent_v1,"[""LT01140""]","[""vMost-DILI-concern""]"
LT01141,Acamprosate calcium,CC(=O)NCCCS(=O)(=O)O,AFCGFAGUEYAMAO-UHFFFAOYSA-N,2e5e100a66dc355f40298d45467d79225bef94f50011b8546dc1bb0c1ae41b62,AFCGFAGUEYAMAO,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/155434,155434,dilirank_parent_v1,"[""LT01141""]","[""vLess-DILI-concern""]"
LT01143,Aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX-UHFFFAOYSA-N,19bf2214eddad370ad0c076bd3cb26e1037773eaf80a89c6ea1bbc8561464f91,CEUORZQYGODEFX,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/60795,60795,dilirank_parent_v1,"[""LT01143""]","[""vLess-DILI-concern""]"
LT01144,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,VOVIALXJUBGFJZ-KWVAZRHASA-N,a6f02720ca77d2ee7e459b517e267a5a0632a9f3c518685d2a8680d3f3c978a3,VOVIALXJUBGFJZ,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5281004,5281004,dilirank_parent_v1,"[""LT01144""]","[""vNo-DILI-concern""]"
LT01149,Eplerenone,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,JUKPWJGBANNWMW-VWBFHTRKSA-N,a95cde29c6571b434eda9ddda819cfc6533b83f744427a19951f9cba2552e59d,JUKPWJGBANNWMW,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/443872,443872,dilirank_parent_v1,"[""LT01149""]","[""vLess-DILI-concern""]"
LT01151,Butorphanol tartrate,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,IFKLAQQSCNILHL-QHAWAJNXSA-N,b033e46e20a01166c4c92a8156211e4fa8a8436d7250f9ef860b99a49ef78e8b,IFKLAQQSCNILHL,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5464090,5464090,dilirank_parent_v1,"[""LT01151""]","[""vNo-DILI-concern""]"
LT01152,Cabergoline,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,KORNTPPJEAJQIU-KJXAQDMKSA-N,8dbbe825f60071561962ba8633f10e7fb4449178c907321bbbd4cd9445c125fb,KORNTPPJEAJQIU,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/54746,54746,dilirank_parent_v1,"[""LT01152""]","[""vNo-DILI-concern""]"
LT01153,Ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,OLNTVTPDXPETLC-XPWALMASSA-N,474fb9d90a6abd681b8b994d1f48417a56d5b493ae148a0551e4c6e5d916b99a,OLNTVTPDXPETLC,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/150311,150311,dilirank_parent_v1,"[""LT01153""]","[""vLess-DILI-concern""]"
LT01154,Pregabalin,CC(C)C[C@H](CN)CC(=O)O,AYXYPKUFHZROOJ-ZETCQYMHSA-N,8171071e110073e8dc85681b6622653c4136ce1758944a9feecef2d0074bb9ea,AYXYPKUFHZROOJ,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5486971,5486971,dilirank_parent_v1,"[""LT01154""]","[""vLess-DILI-concern""]"
LT01155,Adefovir dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,WOZSCQDILHKSGG-UHFFFAOYSA-N,a6e97a7aa711bcecc6ad82c42b6ccb97e1f379751de66a13f59acc33eaff75c1,WOZSCQDILHKSGG,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/60871,60871,dilirank_parent_v1,"[""LT01155""]","[""vLess-DILI-concern""]"
LT01156,Ibandronate sodium,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,MPBVHIBUJCELCL-UHFFFAOYSA-N,7b9685f3d431a125ed7b71705465ac647bc5048211797fb987c020df690d3d5d,MPBVHIBUJCELCL,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23663991,23663991,dilirank_parent_v1,"[""LT01156""]","[""vLess-DILI-concern""]"
LT01159,Carbenicillin disodium,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,FPPNZSSZRUTDAP-UWFZAAFLSA-N,c01dd15af4c1b157dc2e2fe6c8caeb8ff7dd4015e78a526652a014917154d7c0,FPPNZSSZRUTDAP,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/20933,20933,dilirank_parent_v1,"[""LT01159""]","[""vLess-DILI-concern""]"
LT01161,Eszopiclone,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-INIZCTEOSA-N,f43d3c8b707a02fb9d4b285a7346e38c46cc46cbd8d74718adb550d9c95ca2a8,GBBSUAFBMRNDJC,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/969472,969472,dilirank_parent_v1,"[""LT01161""]","[""vLess-DILI-concern""]"
LT01166,Cefaclor,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,QYIYFLOTGYLRGG-GPCCPHFNSA-N,fb360b11d032eb57c01c3bb638d8940d7fdd0a65471c3aa494512eeecba8b6c8,QYIYFLOTGYLRGG,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/51039,51039,dilirank_parent_v1,"[""LT01166""]","[""vLess-DILI-concern""]"
LT01167,Cefadroxil hemihydrate,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,BOEGTKLJZSQCCD-UEKVPHQBSA-N,25cdac67c979fcabf86e25cd160ac3fe12b7b79f62c3a6314f63827667850c68,BOEGTKLJZSQCCD,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/67173987,67173987,dilirank_parent_v1,"[""LT01167""]","[""vLess-DILI-concern""]"
LT01171,Cefazolin sodium,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,MLYYVTUWGNIJIB-BXKDBHETSA-N,85f6c608b28b22b301588497cf913a7ee20144eb708cbab34cd00c2328af5551,MLYYVTUWGNIJIB,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23675322,23675322,dilirank_parent_v1,"[""LT01171""]","[""vLess-DILI-concern""]"
LT01172,Cefepime hydrochloride,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-O,de5326665c9d82f50ef694922a9220e735cf74ba45de82f6a6d976ee111e35c8,HVFLCNVBZFFHBT,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/9571075,9571075,dilirank_parent_v1,"[""LT01172""]","[""vLess-DILI-concern""]"
LT01173,Cefixime,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,OKBVVJOGVLARMR-QSWIMTSFSA-N,1dcb0ed798e7acb99b68ea0aded0ccd5acb2955b70705e63cfb50d603d3f33a3,OKBVVJOGVLARMR,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5362065,5362065,dilirank_parent_v1,"[""LT01173""]","[""vLess-DILI-concern""]"
LT01176,Cefoperazone sodium,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,GCFBRXLSHGKWDP-XCGNWRKASA-N,99a08aca86aed33fbe8983ec4d2b0d2070d7831cc74abfb21b9090274bcf73be,GCFBRXLSHGKWDP,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23663974,23663974,dilirank_parent_v1,"[""LT01176""]","[""vLess-DILI-concern""]"
LT01177,Cefotaxime sodium,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,GPRBEKHLDVQUJE-QSWIMTSFSA-N,74e342987361b4ccad1ed3628b6eaefa5378868514b33e78ecabc9481cfa4d48,GPRBEKHLDVQUJE,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/10695961,10695961,dilirank_parent_v1,"[""LT01177""]","[""vLess-DILI-concern""]"
LT01182,Cefprozil,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,WDLWHQDACQUCJR-PBFPGSCMSA-N,be65f439edfd68469107ec99e230cd93de51ba5fe7d855b1286013fcb7b0aa36,WDLWHQDACQUCJR,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/62977,62977,dilirank_parent_v1,"[""LT01182""]","[""vLess-DILI-concern""]"
LT01184,Nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,YQNQNVDNTFHQSW-UHFFFAOYSA-N,10fe19f25bfeb2ca7d4317e47ae2feabec8c6f891806a97f801a94a9b6b289c3,YQNQNVDNTFHQSW,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/41684,41684,dilirank_parent_v1,"[""LT01184""]","[""vNo-DILI-concern""]"
LT01185,Ceftriaxone sodium,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,VAAUVRVFOQPIGI-SPQHTLEESA-N,0bdf540743237bede205467455c4c554b11a242354e13ebe53f380a7ca3a496e,VAAUVRVFOQPIGI,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23715082,23715082,dilirank_parent_v1,"[""LT01185""]","[""vLess-DILI-concern""]"
LT01186,Cefuroxime sodium,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,JFPVXVDWJQMJEE-IZRZKJBUSA-N,5bc19a0bc9c096d5f0b7e63011b90ee89ccbfac3646b21fd0cd081bee6fd53df,JFPVXVDWJQMJEE,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23670318,23670318,dilirank_parent_v1,"[""LT01186""]","[""vLess-DILI-concern""]"
LT01187,Micafungin sodium,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,PIEUQSKUWLMALL-YABMTYFHSA-N,1b6a95b18794e3ef977d30549634cc7d8007dba6d7387b3b5ca44e7639fd670d,PIEUQSKUWLMALL,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23666118,23666118,dilirank_parent_v1,"[""LT01187""]","[""vMost-DILI-concern""]"
